央视,#genre#
安徽卫视,http://222.217.124.147:8088/udp/239.81.0.211:4056
安徽卫视,http://222.217.124.147:8088/udp/239.81.0.37:4056
江苏卫视,http://222.217.124.147:8088/udp/239.81.0.106:4056
江苏卫视,http://222.217.124.147:8088/udp/239.81.0.34:4056
山东卫视,http://222.217.124.147:8088/udp/239.81.0.114:4056
山东卫视,http://222.217.124.147:8088/udp/239.81.0.39:4056
山东教育,http://222.217.124.147:8088/udp/239.81.0.93:4056
辽宁卫视,http://222.217.124.147:8088/udp/239.81.0.210:4056
辽宁卫视,http://222.217.124.147:8088/udp/239.81.0.35:4056
吉林卫视,http://222.217.124.147:8088/udp/239.81.0.58:4056
黑龙江卫视,http://222.217.124.147:8088/udp/239.81.0.105:4056
黑龙江卫视,http://222.217.124.147:8088/udp/239.81.0.33:4056
内蒙古卫视,http://222.217.124.147:8088/udp/239.81.0.54:4056
宁夏卫视,http://222.217.124.147:8088/udp/239.81.0.60:4056
甘肃卫视,http://222.217.124.147:8088/udp/239.81.0.207:4056
青海卫视,http://222.217.124.147:8088/udp/239.81.0.53:4056
新疆卫视,http://222.217.124.147:8088/udp/239.81.0.46:4056
兵团卫视,http://222.217.124.147:8088/udp/239.81.0.213:4056
西藏卫视,http://222.217.124.147:8088/udp/239.81.0.55:4056
云南卫视,http://222.217.124.147:8088/udp/239.81.0.45:4056
四川卫视,http://222.217.124.147:8088/udp/239.81.0.130:4056
四川卫视,http://222.217.124.147:8088/udp/239.81.0.43:4056
贵州卫视,http://222.217.124.147:8088/udp/239.81.0.95:4056
贵州卫视,http://222.217.124.147:8088/udp/239.81.0.56:4056
海南卫视,http://222.217.124.147:8088/udp/239.81.0.48:4056
三沙卫视,http://222.217.124.147:8088/udp/239.81.0.242:4056
广东卫视,http://222.217.124.147:8088/udp/239.81.0.104:4056
广东卫视,http://222.217.124.147:8088/udp/239.81.0.36:4056
大湾区卫视,http://222.217.124.147:8088/udp/239.81.0.32:4056
深圳卫视,http://222.217.124.147:8088/udp/239.81.0.103:4056
深圳卫视,http://222.217.124.147:8088/udp/239.81.0.57:4056
湖南卫视,http://222.217.124.147:8088/udp/239.81.0.40:4056
湖北卫视,http://222.217.124.147:8088/udp/239.81.0.112:4056
湖北卫视,http://222.217.124.147:8088/udp/239.81.0.41:4056
陕西卫视,http://222.217.124.147:8088/udp/239.81.0.89:4056
山西卫视,http://222.217.124.147:8088/udp/239.81.0.49:4056
河南卫视,http://222.217.124.147:8088/udp/239.81.0.44:4056
河北卫视,http://222.217.124.147:8088/udp/239.81.0.94:4056
河北卫视,http://222.217.124.147:8088/udp/239.81.0.51:4056
江西卫视,http://222.217.124.147:8088/udp/239.81.0.204:4056
江西卫视,http://222.217.124.147:8088/udp/239.81.0.38:4056
东南卫视,http://222.217.124.147:8088/udp/239.81.0.215:4056
东南卫视,http://222.217.124.147:8088/udp/239.81.0.59:4056
厦门卫视,http://222.217.124.147:8088/udp/239.81.0.212:4056
三沙卫视,http://118.183.212.14:6868/udp/239.255.29.46:8231
凤凰资讯,http://118.183.212.14:6868/udp/239.255.30.70:8231
凤凰中文,http://118.183.212.14:6868/udp/239.255.30.50:8231
湖南卫视,http://113.65.7.195:8888/udp/239.77.0.127:5146
湖南卫视,http://113.65.7.195:8888/udp/239.77.0.88:5146
湖南卫视,http://113.65.7.195:8888/udp/239.77.1.129:5146
湖南卫视,http://113.65.7.195:8888/udp/239.77.1.5:5146
湖南卫视,http://113.65.7.195:8888/udp/239.77.0.46:5146
广东卫视,http://113.65.7.195:8888/udp/239.77.1.19:5146
广东卫视,http://113.65.7.195:8888/udp/239.77.1.152:5146
广东卫视,http://113.65.7.195:8888/udp/239.77.0.84:5146
广东卫视,http://113.65.7.195:8888/udp/239.77.0.166:5146
大湾区卫视,http://124.65.3.44:20000/rtp/239.3.1.161:8001
广东卫视,http://113.65.7.195:8888/udp/239.77.0.2:5146
广东卫视,http://113.65.7.195:8888/udp/239.77.1.2:5146
大湾区卫视,http://113.65.7.195:8888/udp/239.77.0.9:5146
大湾区卫视,http://113.65.7.195:8888/udp/239.77.1.12:5146
深圳卫视,http://113.65.7.195:8888/udp/239.77.0.55:5146
深圳卫视,http://113.65.7.195:8888/udp/239.77.1.21:5146
深圳卫视,http://113.65.7.195:8888/udp/239.77.1.3:5146
深圳卫视,http://113.65.7.195:8888/udp/239.77.1.148:5146
深圳卫视,http://113.65.7.195:8888/udp/239.77.0.92:5146
深圳卫视,http://113.65.7.195:8888/udp/239.77.0.130:5146
湖南卫视,http://113.65.7.195:8888/udp/239.77.0.127:5146
浙江卫视,http://113.65.7.195:8888/udp/239.77.0.47:5146
浙江卫视,http://113.65.7.195:8888/udp/239.77.1.32:5146
浙江卫视,http://113.65.7.195:8888/udp/239.77.1.33:5146
浙江卫视,http://113.65.7.195:8888/udp/239.77.1.150:5146
浙江卫视,http://113.65.7.195:8888/udp/239.77.0.89:5146
浙江卫视,http://113.65.7.195:8888/udp/239.77.0.125:5146
江苏卫视,http://113.65.7.195:8888/udp/239.77.0.48:5146
江苏卫视,http://113.65.7.195:8888/udp/239.77.1.40:5146
江苏卫视,http://113.65.7.195:8888/udp/239.77.1.18:5146
江苏卫视,http://113.65.7.195:8888/udp/239.77.1.149:5146
江苏卫视,http://113.65.7.195:8888/udp/239.77.0.90:5146
江苏卫视,http://113.65.7.195:8888/udp/239.77.0.126:5146
东方卫视,http://113.65.7.195:8888/udp/239.77.0.49:5146
东方卫视,http://113.65.7.195:8888/udp/239.77.1.48:5146
东方卫视,http://113.65.7.195:8888/udp/239.77.1.218:5146
东方卫视,http://113.65.7.195:8888/udp/239.77.1.156:5146
东方卫视,http://113.65.7.195:8888/udp/239.77.0.98:5146
安徽卫视,http://113.65.7.195:8888/udp/239.77.0.50:5146
安徽卫视,http://113.65.7.195:8888/udp/239.77.1.13:5146
安徽卫视,http://113.65.7.195:8888/udp/239.77.1.92:5146
安徽卫视,http://113.65.7.195:8888/udp/239.77.1.157:5146
安徽卫视,http://113.65.7.195:8888/udp/239.77.0.183:5146
北京卫视,http://113.65.7.195:8888/udp/239.77.0.51:5146
北京卫视,http://113.65.7.195:8888/udp/239.77.1.14:5146
北京卫视,http://113.65.7.195:8888/udp/239.77.1.4:5146
北京卫视,http://113.65.7.195:8888/udp/239.77.1.151:5146
北京卫视,http://113.65.7.195:8888/udp/239.77.0.91:5146
天津卫视,http://113.65.7.195:8888/udp/239.77.0.52:5146
天津卫视,http://113.65.7.195:8888/udp/239.77.1.37:5146
天津卫视,http://113.65.7.195:8888/udp/239.77.1.141:5146
天津卫视,http://113.65.7.195:8888/udp/239.77.1.182:5146
天津卫视,http://113.65.7.195:8888/udp/239.77.0.97:5146
天津卫视,http://113.65.7.195:8888/udp/239.77.0.131:5146
山东卫视,http://113.65.7.195:8888/udp/239.77.0.53:5146
山东卫视,http://113.65.7.195:8888/udp/239.77.1.66:5146
山东卫视,http://113.65.7.195:8888/udp/239.77.1.142:5146
山东卫视,http://113.65.7.195:8888/udp/239.77.1.153:5146
山东卫视,http://113.65.7.195:8888/udp/239.77.0.94:5146
山东卫视,http://113.65.7.195:8888/udp/239.77.0.132:5146
江西卫视,http://113.65.7.195:8888/udp/239.77.0.54:5146
江西卫视,http://113.65.7.195:8888/udp/239.77.1.73:5146
江西卫视,http://113.65.7.195:8888/udp/239.77.1.219:5146
江西卫视,http://113.65.7.195:8888/udp/239.77.0.149:5146
湖北卫视,http://113.65.7.195:8888/udp/239.77.0.56:5146
湖北卫视,http://113.65.7.195:8888/udp/239.77.1.44:5146
湖北卫视,http://113.65.7.195:8888/udp/239.77.1.93:5146
湖北卫视,http://113.65.7.195:8888/udp/239.77.1.174:5146
湖北卫视,http://113.65.7.195:8888/udp/239.77.0.95:5146
湖北卫视,http://113.65.7.195:8888/udp/239.77.0.128:5146
辽宁卫视,http://113.65.7.195:8888/udp/239.77.0.57:5146
辽宁卫视,http://113.65.7.195:8888/udp/239.77.1.62:5146
辽宁卫视,http://113.65.7.195:8888/udp/239.77.1.103:5146
辽宁卫视,http://113.65.7.195:8888/udp/239.77.0.123:5146
辽宁卫视,http://113.65.7.195:8888/udp/239.77.0.161:5146
黑龙江卫视,http://113.65.7.195:8888/udp/239.77.0.58:5146
黑龙江卫视,http://113.65.7.195:8888/udp/239.77.1.71:5146
黑龙江卫视,http://113.65.7.195:8888/udp/239.77.1.6:5146
黑龙江卫视,http://113.65.7.195:8888/udp/239.77.1.179:5146
黑龙江卫视,http://113.65.7.195:8888/udp/239.77.0.93:5146
黑龙江卫视,http://113.65.7.195:8888/udp/239.77.0.124:5146
贵州卫视,http://113.65.7.195:8888/udp/239.77.0.59:5146
贵州卫视,http://113.65.7.195:8888/udp/239.77.1.61:5146
贵州卫视,http://113.65.7.195:8888/udp/239.77.1.221:5146
贵州卫视,http://113.65.7.195:8888/udp/239.77.0.230:5146
四川卫视,http://113.65.7.195:8888/udp/239.77.0.60:5146
四川卫视,http://113.65.7.195:8888/udp/239.77.1.30:5146
四川卫视,http://113.65.7.195:8888/udp/239.77.1.215:5146
四川卫视,http://113.65.7.195:8888/udp/239.77.0.159:5146
四川卫视,http://113.65.7.195:8888/udp/239.77.0.163:5146
河南卫视,http://113.65.7.195:8888/udp/239.77.0.61:5146
河南卫视,http://113.65.7.195:8888/udp/239.77.1.58:5146
河南卫视,http://113.65.7.195:8888/udp/239.77.1.229:5146
河南卫视,http://113.65.7.195:8888/udp/239.77.0.17:5146
云南卫视,http://113.65.7.195:8888/udp/239.77.0.62:5146
云南卫视,http://113.65.7.195:8888/udp/239.77.1.72:5146
云南卫视,http://113.65.7.195:8888/udp/239.253.43.37:5146
云南卫视,http://113.65.7.195:8888/udp/239.253.43.100:5146
重庆卫视,http://113.65.7.195:8888/udp/239.77.0.63:5146
重庆卫视,http://113.65.7.195:8888/udp/239.77.1.16:5146
重庆卫视,http://113.65.7.195:8888/udp/239.77.1.162:5146
重庆卫视,http://113.65.7.195:8888/udp/239.77.1.210:5146
重庆卫视,http://113.65.7.195:8888/udp/239.77.0.182:5146
河北卫视,http://113.65.7.195:8888/udp/239.77.0.64:5146
河北卫视,http://113.65.7.195:8888/udp/239.77.1.60:5146
河北卫视,http://113.65.7.195:8888/udp/239.77.1.214:5146
河北卫视,http://113.65.7.195:8888/udp/239.77.0.148:5146
东南卫视,http://113.65.7.195:8888/udp/239.77.0.65:5146
东南卫视,http://113.65.7.195:8888/udp/239.77.1.1:5146
东南卫视,http://113.65.7.195:8888/udp/239.77.1.213:5146
东南卫视,http://113.65.7.195:8888/udp/239.77.1.104:5146
湖南卫视,http://61.190.129.195:8686/rtp/238.1.78.160:7152
安徽卫视,http://61.190.129.195:8686/rtp/238.1.79.27:4328
北京卫视,http://61.190.129.195:8686/rtp/238.1.78.162:7168
天津卫视,http://61.190.129.195:8686/rtp/238.1.78.20:6088
重庆卫视,http://61.190.129.195:8686/rtp/238.1.78.31:6176
东方卫视,http://61.190.129.195:8686/rtp/238.1.78.163:7176
安徽卫视,http://61.190.129.195:8686/rtp/238.1.78.150:7072
江苏卫视,http://61.190.129.195:8686/rtp/238.1.78.165:7192
浙江卫视,http://61.190.129.195:8686/rtp/238.1.78.164:7184
黑龙江卫视,http://61.190.129.195:8686/rtp/238.1.78.159:7144
吉林卫视,http://61.190.129.195:8686/rtp/238.1.79.48:4496
辽宁卫视,http://61.190.129.195:8686/rtp/238.1.78.21:6096
东南卫视,http://61.190.129.195:8686/rtp/238.1.78.22:6104
四川卫视,http://61.190.129.195:8686/rtp/238.1.78.30:6168
江西卫视,http://61.190.129.195:8686/rtp/238.1.78.26:6136
广东卫视,http://61.190.129.195:8686/rtp/238.1.78.161:7160
海南卫视,http://61.190.129.195:8686/rtp/238.1.79.49:4504
湖北卫视,http://61.190.129.195:8686/rtp/238.1.78.168:7216
贵州卫视,http://61.190.129.195:8686/rtp/238.1.78.244:7824
河北卫视,http://61.190.129.195:8686/rtp/238.1.78.245:7832
河南卫视,http://61.190.129.195:8686/rtp/238.1.79.65:4632
山东卫视,http://61.190.129.195:8686/rtp/238.1.78.169:7224
甘肃卫视,http://61.190.129.195:8686/rtp/238.1.79.36:4400
陕西卫视,http://61.190.129.195:8686/rtp/238.1.78.88:6576
云南卫视,http://61.190.129.195:8686/rtp/238.1.78.89:6584
山西卫视,http://61.190.129.195:8686/rtp/238.1.78.95:6632
青海卫视,http://61.190.129.195:8686/rtp/238.1.78.102:6688
广西卫视,http://61.190.129.195:8686/rtp/238.1.78.70:6432
内蒙古卫视,http://61.190.129.195:8686/rtp/238.1.78.103:6696
宁夏卫视,http://61.190.129.195:8686/rtp/238.1.78.109:6744
新疆卫视,http://61.190.129.195:8686/rtp/238.1.78.110:6752
西藏卫视,http://61.190.129.195:8686/rtp/238.1.78.101:6680
深圳卫视,http://61.190.129.195:8686/rtp/238.1.78.156:7120
兵团卫视,http://61.190.129.195:8686/rtp/238.1.78.104:6704
三沙卫视,http://61.190.129.195:8686/rtp/238.1.78.27:6144
厦门卫视,http://61.190.129.195:8686/rtp/238.1.78.246:7840
山东教育,http://61.190.129.195:8686/rtp/238.1.78.254:7904
吉林卫视,http://58.209.253.230:8888/rtp/239.49.9.1:6000
江苏卫视,http://58.209.253.230:8888/rtp/239.49.1.16:6000
青海卫视,http://58.209.253.230:8888/rtp/239.49.1.31:6000
东方卫视,http://58.209.253.230:8888/rtp/239.49.1.32:6000
北京卫视,http://58.209.253.230:8888/rtp/239.49.1.33:6000
浙江卫视,http://58.209.253.230:8888/rtp/239.49.1.34:6000
辽宁卫视,http://58.209.253.230:8888/rtp/239.49.1.35:6000
安徽卫视,http://58.209.253.230:8888/rtp/239.49.1.36:6000
山东卫视,http://58.209.253.230:8888/rtp/239.49.1.37:6000
湖南卫视,http://58.209.253.230:8888/rtp/239.49.1.38:6000
广东卫视,http://58.209.253.230:8888/rtp/239.49.1.39:6000
广西卫视,http://58.209.253.230:8888/rtp/239.49.1.40:6000
海南卫视,http://58.209.253.230:8888/rtp/239.49.1.41:6000
重庆卫视,http://58.209.253.230:8888/rtp/239.49.1.42:6000
四川卫视,http://58.209.253.230:8888/rtp/239.49.1.43:6000
河南卫视,http://58.209.253.230:8888/rtp/239.49.1.44:6000
东南卫视,http://58.209.253.230:8888/rtp/239.49.1.45:6000
天津卫视,http://58.209.253.230:8888/rtp/239.49.1.46:6000
江西卫视,http://58.209.253.230:8888/rtp/239.49.1.47:6000
湖北卫视,http://58.209.253.230:8888/rtp/239.49.1.48:6000
吉林卫视,http://58.209.253.230:8888/rtp/239.49.1.49:6000
黑龙江卫视,http://58.209.253.230:8888/rtp/239.49.1.50:6000
山西卫视,http://58.209.253.230:8888/rtp/239.49.1.51:6000
贵州卫视,http://58.209.253.230:8888/rtp/239.49.1.52:6000
青海卫视,http://58.209.253.230:8888/rtp/239.49.1.53:6000
深圳卫视,http://58.209.253.230:8888/rtp/239.49.1.59:6000
西藏卫视,http://58.209.253.230:8888/rtp/239.49.1.139:6000
云南卫视,http://58.209.253.230:8888/rtp/239.49.1.235:6000
河北卫视,http://58.209.253.230:8888/rtp/239.49.1.236:6000
宁夏卫视,http://58.209.253.230:8888/rtp/239.49.1.237:6000
甘肃卫视,http://58.209.253.230:8888/rtp/239.49.1.238:6000
新疆卫视,http://58.209.253.230:8888/rtp/239.49.1.239:6000
内蒙古卫视,http://58.209.253.230:8888/rtp/239.49.1.240:6000
陕西卫视,http://58.209.253.230:8888/rtp/239.49.1.248:6000
大湾区卫视,http://58.209.253.230:8888/rtp/239.49.1.249:6000
山东教育,http://58.209.253.230:8888/rtp/239.49.1.250:6000
江苏卫视,http://58.209.253.230:8888/rtp/239.49.8.138:6000
浙江卫视,http://58.209.253.230:8888/rtp/239.49.8.139:6000
东方卫视,http://58.209.253.230:8888/rtp/239.49.8.140:6000
北京卫视,http://58.209.253.230:8888/rtp/239.49.8.141:6000
湖南卫视,http://58.209.253.230:8888/rtp/239.49.8.142:6000
广东卫视,http://58.209.253.230:8888/rtp/239.49.8.143:6000
黑龙江卫视,http://58.209.253.230:8888/rtp/239.49.8.144:6000
深圳卫视,http://58.209.253.230:8888/rtp/239.49.8.145:6000
山东卫视,http://58.209.253.230:8888/rtp/239.49.8.146:6000
湖北卫视,http://58.209.253.230:8888/rtp/239.49.8.147:6000
天津卫视,http://58.209.253.230:8888/rtp/239.49.8.148:6000
重庆卫视,http://58.209.253.230:8888/rtp/239.49.8.149:6000
辽宁卫视,http://58.209.253.230:8888/rtp/239.49.8.173:6000
贵州卫视,http://58.209.253.230:8888/rtp/239.49.8.174:6000
四川卫视,http://58.209.253.230:8888/rtp/239.49.8.184:6000
江西卫视,http://58.209.253.230:8888/rtp/239.49.8.185:6000
东南卫视,http://58.209.253.230:8888/rtp/239.49.8.186:6000
吉林卫视,http://58.209.253.230:8888/rtp/239.49.8.187:6000
河北卫视,http://58.209.253.230:8888/rtp/239.49.8.188:6000
河南卫视,http://58.209.253.230:8888/rtp/239.49.8.197:6000
安徽卫视,http://58.209.253.230:8888/rtp/239.49.8.204:6000
广西卫视,http://58.209.253.230:8888/rtp/239.49.8.209:6000
云南卫视,http://58.209.253.230:8888/rtp/239.49.8.227:6000
海南卫视,http://58.209.253.230:8888/rtp/239.49.8.212:6000
湖南卫视,http://124.65.3.44:20000/rtp/239.3.1.132:8012
北京卫视,http://124.65.3.44:20000/rtp/239.3.1.241:8000
东方卫视,http://124.65.3.44:20000/rtp/239.3.1.136:8032
浙江卫视,http://124.65.3.44:20000/rtp/239.3.1.137:8036
江苏卫视,http://124.65.3.44:20000/rtp/239.3.1.135:8028
深圳卫视,http://124.65.3.44:20000/rtp/239.3.1.134:8020
广东卫视,http://124.65.3.44:20000/rtp/239.3.1.142:8048
安徽卫视,http://124.65.3.44:20000/rtp/239.3.1.211:8064
天津卫视,http://124.65.3.44:20000/rtp/239.3.1.141:1234
重庆卫视,http://124.65.3.44:20000/rtp/239.3.1.122:8160
山东卫视,http://124.65.3.44:20000/rtp/239.3.1.209:8052
黑龙江卫视,http://124.65.3.44:20000/rtp/239.3.1.133:8016
河北卫视,http://124.65.3.44:20000/rtp/239.3.1.148:8072
辽宁卫视,http://124.65.3.44:20000/rtp/239.3.1.210:8056
湖北卫视,http://124.65.3.44:20000/rtp/239.3.1.138:8044
吉林卫视,http://124.65.3.44:20000/rtp/239.3.1.240:8172
贵州卫视,http://124.65.3.44:20000/rtp/239.3.1.149:8076
东南卫视,http://124.65.3.44:20000/rtp/239.3.1.156:8148
江西卫视,http://124.65.3.44:20000/rtp/239.3.1.123:8164
海南卫视,http://124.65.3.44:20000/rtp/239.3.1.45:8304
云南卫视,http://124.65.3.44:20000/rtp/239.3.1.26:8108
兵团卫视,http://124.65.3.44:20000/rtp/239.3.1.144:4120
厦门卫视,http://124.65.3.44:20000/rtp/239.3.1.143:4120
四川卫视,http://124.65.3.44:20000/rtp/239.3.1.29:8288
大湾区卫视,http://124.65.3.44:20000/rtp/239.3.1.161:8001
宁夏卫视,http://124.65.3.44:20000/rtp/239.3.1.46:8124
山西卫视,http://124.65.3.44:20000/rtp/239.3.1.42:8172
广西卫视,http://124.65.3.44:20000/rtp/239.3.1.39:8300
新疆卫视,http://124.65.3.44:20000/rtp/239.3.1.48:8160
河南卫视,http://124.65.3.44:20000/rtp/239.3.1.27:8128
甘肃卫视,http://124.65.3.44:20000/rtp/239.3.1.49:8188
西藏卫视,http://124.65.3.44:20000/rtp/239.3.1.47:8164
三沙卫视,http://124.65.3.44:20000/rtp/239.3.1.155:4120
陕西卫视,http://124.65.3.44:20000/rtp/239.3.1.41:8140
青海卫视,http://124.65.3.44:20000/rtp/239.3.1.44:8184
内蒙古卫视,http://124.65.3.44:20000/rtp/239.3.1.43:8176
山东教育,http://124.65.3.44:20000/rtp/239.3.1.52:4120
东方卫视,http://61.173.95.145:4022/udp/239.45.3.146:5140
浙江卫视,http://61.173.95.145:4022/udp/239.45.3.178:5140
江苏卫视,http://61.173.95.145:4022/udp/239.45.3.177:5140
湖南卫视,http://61.173.95.145:4022/udp/239.45.3.228:5140
北京卫视,http://61.173.95.145:4022/udp/239.45.3.229:5140
广东卫视,http://61.173.95.145:4022/udp/239.45.3.230:5140
深圳卫视,http://61.173.95.145:4022/udp/239.45.3.231:5140
黑龙江卫视,http://61.173.95.145:4022/udp/239.45.3.232:5140
山东卫视,http://61.173.95.145:4022/udp/239.45.3.238:5140
湖北卫视,http://61.173.95.145:4022/udp/239.45.3.239:5140
安徽卫视,http://61.173.95.145:4022/udp/239.45.1.120:5140
东南卫视,http://61.173.95.145:4022/udp/239.45.1.121:5140
江西卫视,http://61.173.95.145:4022/udp/239.45.1.122:5140
辽宁卫视,http://61.173.95.145:4022/udp/239.45.1.123:5140
天津卫视,http://61.173.95.145:4022/udp/239.45.1.124:5140
四川卫视,http://61.173.95.145:4022/udp/239.45.1.83:5140
重庆卫视,http://61.173.95.145:4022/udp/239.45.1.84:5140
贵州卫视,http://61.173.95.145:4022/udp/239.45.1.80:5140
海南卫视,http://61.173.95.145:4022/udp/239.45.1.81:5140
河北卫视,http://61.173.95.145:4022/udp/239.45.1.44:5140
宁夏卫视,http://61.173.95.145:4022/udp/239.45.1.213:5140
广西卫视,http://61.173.95.145:4022/udp/239.45.0.5:5140
吉林卫视,http://61.173.95.145:4022/udp/239.45.0.6:5140
山西卫视,http://61.173.95.145:4022/udp/239.45.1.229:5140
青海卫视,http://61.173.95.145:4022/udp/239.45.1.230:5140
西藏卫视,http://61.173.95.145:4022/udp/239.45.1.231:5140
陕西卫视,http://61.173.95.145:4022/udp/239.45.1.232:5140
云南卫视,http://61.173.95.145:4022/udp/239.45.0.4:5140
甘肃卫视,http://61.173.95.145:4022/udp/239.45.1.234:5140
内蒙古卫视,http://61.173.95.145:4022/udp/239.45.1.238:5140
河南卫视,http://61.173.95.145:4022/udp/239.45.0.3:5140
新疆卫视,http://61.173.95.145:4022/udp/239.45.1.116:5140
兵团卫视,http://61.173.95.145:4022/udp/239.45.1.117:5140
三沙卫视,http://61.173.95.145:4022/udp/239.45.1.82:5140
三沙卫视,http://223.198.13.84:9999/rtp/239.253.64.112:5140
三沙卫视,http://223.198.13.84:9999/rtp/239.253.64.113:5140
康巴卫视,http://61.173.95.145:4022/udp/239.45.1.251:5140
北京卫视,http://125.210.152.21:9121/live/hzgq-bjgqws-h264.m3u8
东方卫视,http://125.210.152.21:9121/live/hzgq-dftvgq-h264.m3u8
天津卫视,http://125.210.152.21:9121/live/hzgq-tjwsgq-h264.m3u8
重庆卫视,http://125.210.152.21:9121/live/hzgq-cqwsgq-h264.m3u8
黑龙江卫视,http://125.210.152.21:9121/live/hzgq-hljwsgq-h264.m3u8
吉林卫视,http://125.210.152.21:9121/live/hzgq-jlwsgq-h264.m3u8
辽宁卫视,http://125.210.152.21:9121/live/hzgq-lnwsgq-h264.m3u8
内蒙古卫视,http://125.210.152.21:9121/live/hszx-nmgtv-h264.m3u8
宁夏卫视,http://125.210.152.21:9121/live/hszx-nxtv-h264.m3u8
甘肃卫视,http://125.210.152.21:9121/live/hszx-gstv-h264.m3u8
青海卫视,http://125.210.152.21:9121/live/hszx-qhtv-h264.m3u8
陕西卫视,http://125.210.152.21:9121/live/hszx-sxtv-h264.m3u8
河北卫视,http://125.210.152.21:9121/live/hzgq-hbwsgq1-h264.m3u8
山西卫视,http://125.210.152.21:9121/live/hszx-shanxitv-h264.m3u8
山东卫视,http://125.210.152.21:9121/live/hzgq-sdwsgq-h264.m3u8
安徽卫视,http://125.210.152.21:9121/live/hzgq-ahwsgq-h264.m3u8
河南卫视,http://125.210.152.21:9121/live/hzgq-henanwsgq-h264.m3u8
湖北卫视,http://125.210.152.21:9121/live/hzgq-hbwsgq-h264.m3u8
湖南卫视,http://125.210.152.21:9121/live/hzgq-hnwsgq-h264.m3u8
江西卫视,http://125.210.152.21:9121/live/hzgq-jxwsgq-h264.m3u8
江苏卫视,http://125.210.152.21:9121/live/hzgq-jswsgq-h264.m3u8
浙江卫视,http://125.210.152.21:9121/live/hzgq-zjwsgq-h264.m3u8
东南卫视,http://125.210.152.21:9121/live/hzgq-fjwsgq-h264.m3u8
广东卫视,http://125.210.152.21:9121/live/hzgq-gdwsgq-h264.m3u8
深圳卫视,http://125.210.152.21:9121/live/hzgq-szwsgq-h264.m3u8
广西卫视,http://125.210.152.21:9121/live/hszx-gxtv-h264.m3u8
云南卫视,http://125.210.152.21:9121/live/hzgq-ynwsgq-h264.m3u8
贵州卫视,http://125.210.152.21:9121/live/hszx-gztv-h264.m3u8
四川卫视,http://125.210.152.21:9121/live/hszx-sctv-h264.m3u8
新疆卫视,http://125.210.152.21:9121/live/hszx-xjtv-h264.m3u8
兵团卫视,http://125.210.152.21:9121/live/hszx-bttv-h264.m3u8
西藏卫视,http://125.210.152.21:9121/live/hszx-xztv-h264.m3u8
海南卫视,http://125.210.152.21:9121/live/hszx-lytv-h264.m3u8
三沙卫视,http://125.210.152.21:9121/live/hzgq-ssws-h264.m3u8
东方卫视,http://61.173.95.145:4022/udp/239.45.3.146:5140
广东卫视,http://110.72.70.177:808/hls/1002/index.m3u8
湖北卫视,http://110.72.70.177:808/hls/1010/index.m3u8
山东卫视,http://110.72.70.177:808/hls/1011/index.m3u8
天津卫视,http://110.72.70.177:808/hls/1009/index.m3u8
深圳卫视,http://110.72.70.177:808/hls/1008/index.m3u8
江苏卫视,http://110.72.70.177:808/hls/1007/index.m3u8
浙江卫视,http://110.72.70.177:808/hls/1006/index.m3u8
北京卫视,http://110.72.70.177:808/hls/1005/index.m3u8
东方卫视,http://110.72.70.177:808/hls/1004/index.m3u8
广西卫视,http://110.72.70.177:808/hls/1001/index.m3u8
陕西卫视,http://110.72.70.177:808/hls/17/index.m3u8
黑龙江卫视,http://221.226.4.10:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://58.210.60.226:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://58.210.23.42:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://221.226.4.10:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://222.71.189.186:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://222.185.245.194:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://112.235.200.195:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://222.92.7.170:3333/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://221.226.4.10:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
辽宁卫视,http://221.226.4.10:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://221.226.4.10:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://123.160.233.118:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://58.210.23.42:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://222.185.245.194:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://222.92.7.170:3333/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
